Flightno,FlightDepcode,FlightArrcode,PlannedDeptime,PlannedArrtime,prob
SC8771,DLC,MDG,1500891900,1500897900,0.044027599383924795
SC8448,BHY,WNZ,1501243500,1501249800,0.013220751012039822
9C8695,SHE,NGB,1498863600,1498872600,0.032378385644984256
9C8695,SHE,NGB,1498950000,1498959000,0.03207692417896877
9C8641,SHE,SJW,1499041800,1499048100,0.020689819289083804
9C8940,NKG,SJW,1499395200,1499401800,0.017925706058280113
9C871R,KWE,SJW,1499481300,1499490300,0.17112948942233047
9C8940,NKG,SJW,1499481600,1499488200,0.05704433103238348
9C8784,ZQZ,SJW,1500539100,1500542400,0.22195975218033887
9C8691,HDG,XMN,1500628200,1500637200,0.025586738664945673
9C8895,SHA,ZHA,1500716100,1500725700,0.02389117294735396
9C8874,DLC,SJW,1501068600,1501073400,0.061835588565179726
9C8842,NBS,PVG,1501509900,1501520400,0.9674109444656219
CA1809,PEK,XMN,1499127600,1499138700,0.031879485253537995
CA8903,DLC,PEK,1499217000,1499221800,0.019708914882231407
CA8933,HFE,SZX,1499395200,1499403300,0.06569242113337424
CA8938,WDS,DLC,1500008700,1500016800,0.07604792245925981
CA8930,CGO,DLC,1500099000,1500105900,0.012664309669800054
CA1577,PEK,KHN,1500537900,1500546900,0.12718828986457328
CA8907,DLC,PEK,1500981000,1500986100,0.009461329197097985
CA8917,DLC,TAO,1501068000,1501071300,0.03363322173968988
CA8954,PVG,DLC,1501159200,1501166700,0.05867950733264137
CA8918,TAO,DLC,1501420800,1501425000,0.0431764814106731
MU2307,XIY,XNN,1498866300,1498871700,0.016063634837051522
MU2145,XIY,LJG,1498952700,1498961100,0.00996524170051713
MU2307,XNN,GMQ,1499219700,1499222400,0.038392615775375415
MU2307,XNN,GMQ,1499306100,1499308800,0.029248425821810326
MU2171,XIY,LZH,1499748300,1499757600,0.01476277550686281
MU2171,XIY,LZH,1499834700,1499844000,0.012163185245260005
MU2171,LZH,HAK,1500452700,1500456900,0.013251808963000183
MU2278,UYN,XIY,1500537600,1500541500,0.037451722515112085
MU2142,DSN,XIY,1500806700,1500811800,0.016517555960684972
MU2289,XIY,WNZ,1500891600,1500900900,0.033842724162917656
MU2245,XNN,KMG,1501069800,1501078500,0.03532020713643457
MU2350,XNN,XIY,1501160100,1501165500,0.09062431703036042
SC8726,CKG,XMN,1499128200,1499136900,0.015162374068513078
SC8853,NGB,SWA,1499216700,1499222700,0.04971491397811001
SC8736,NNG,HFE,1499747700,1499755500,0.022423754326754572
SC4838,TAO,CKG,1500099000,1500109200,0.057486230208904324
SC4762,HRB,TNA,1500187200,1500195600,0.029364566122034527
SC8792,DLC,YNZ,1500451200,1500456900,0.9495521967174905
SC4629,XMN,CAN,1500807300,1500812100,0.9830110332047594
SC4826,HET,TSN,1501159500,1501164600,0.03724263381822477
FM9147,SHA,TSN,1499040900,1499048700,0.0284720579153273
FM9226,YNT,SHA,1500451500,1500458700,0.026029170786197636
FM9145,PVG,YCU,1500538800,1500547200,0.01632371703966278
FM9321,SHA,CGO,1501243200,1501250400,0.02484161765200032
ZH9701,SHE,NTG,1498866000,1498875000,0.026150948841683685
ZH9652,SHE,LYI,1499041200,1499047200,0.013866529147341109
ZH9971,CAN,TNA,1499129700,1499139900,0.031890281759874906
ZH9657,CAN,SHE,1499834700,1499848500,0.01401691969359525
ZH9685,TNA,DLC,1500187800,1500192000,0.030071651810040914
ZH9829,CAN,WUX,1500364200,1500373200,0.062413892038182
ZH9702,NTG,SHE,1500539400,1500547800,0.09261000974854039
ZH9514,PVG,SZX,1501069200,1501079400,0.055225475070319344
ZH9925,SZX,KHN,1501511100,1501517400,0.016937432416107612
3U8817,KMG,LJG,1498951800,1498955400,0.019452116448860746
3U8658,LXA,CTU,1499217600,1499224800,0.051147702156670895
3U8533,LJG,MIG,1499303700,1499309100,0.030733504129189824
3U8360,KGT,CTU,1499395200,1499399100,0.0445594660788601
3U8651,CTU,PZI,1499834100,1499838900,0.043575802450086534
3U8428,KWL,CTU,1500099300,1500105600,0.004604283000260074
3U8776,MIG,HGH,1500806100,1500815100,0.014142303263096744
3U8666,LXA,CKG,1500891000,1500899700,0.009405148154673566
3U8986,NTG,WUH,1500980400,1500985500,0.02448450961302776
HO1054,KWE,HGH,1499043300,1499052000,0.015131048883393514
HO1135,PVG,TSN,1500185700,1500194100,0.016211111270037052
HO1648,HLD,SHE,1500807300,1500813900,0.005644339740197588
HO1653,DLC,NBS,1500890400,1500895500,0.02709406862117683
HO1648,SHE,NKG,1501335900,1501344300,0.393474334364619
9C8903,SHA,SJW,1498865100,1498873200,0.02721727065423497
9C8669,SJW,DLC,1498950300,1498955700,0.02167725918143238
9C876T,SJW,SHA,1499392800,1499400000,0.04415773921901405
9C8820,ZUH,SHA,1499480700,1499489100,0.02558829684340883
9C8599,ZQZ,SHE,1500715800,1500721800,0.020913808583320034
8L9685,KMG,KJH,1498863600,1498868400,0.017779328778864453
8L9982,PEK,TCZ,1498953000,1498968000,0.03235083389243784
8L9850,DIG,KMG,1499129400,1499133300,0.03682582859206787
8L9602,JZH,CTU,1499303400,1499307300,0.02315492186812971
8L9621,CTU,JZH,1499570400,1499574300,0.031178793059397882
8L9686,CGO,KJH,1499746500,1499753700,0.02569635891974344
8L9852,TCZ,KMG,1499834700,1499838600,0.011995376274125936
8L9622,JZH,CTU,1499925000,1499929500,0.041603241033726764
8L9711,KMG,KWL,1500361800,1500367200,0.006350533419285897
8L9603,CTU,SYM,1500538500,1500545400,0.0201666877902838
8L9926,LJG,JHG,1501066800,1501071000,0.00808591176386016
8L9903,JHG,KMG,1501419600,1501423500,0.03027589862365638
CZ3951,PEK,SHA,1499127600,1499135400,0.05320880495994823
CZ3260,CKG,PEK,1499657400,1499667300,0.012879414148677224
CZ3255,KOW,PEK,1500364500,1500374100,0.21005312181811614
CZ3512,HGH,CAN,1500540000,1500548400,0.05154484369531904
CZ3547,CAN,SHA,1501066800,1501075500,0.07997805336144209
CZ6160,KMG,PEK,1501157100,1501169400,0.5761288862415038
3U8907,CKG,CSX,1498952100,1498957500,0.0117124831884372
3U8317,CGO,YNJ,1499394300,1499403600,0.024671126884972746
3U8795,WUH,JJN,1499480700,1499486400,0.028920772280435773
3U8765,NGB,SHE,1499835300,1499844000,0.01925513263408701
3U8849,CKG,TYN,1500010800,1500018000,0.03491441510932924
3U8800,CGQ,TNA,1500362700,1500370200,0.02803194751610649
3U8915,CTU,TAO,1500893700,1500903900,0.06729644572131342
3U8966,PVG,CTU,1501069200,1501081800,0.022109600676838446
9C8662,CGQ,SJW,1499572200,1499580000,0.05099529391945394
9C8766,SJW,SHA,1501335000,1501342200,0.06222476965268466
ZH9381,NNG,NKG,1498951500,1498959900,0.02362232212303612
ZH9423,SZX,CKG,1499042100,1499049900,0.02919586393435339
ZH9641,SZX,YNT,1499127000,1499139300,0.02070906493898286
ZH9896,HFE,SZX,1499394600,1499403300,0.029631785996704532
ZH9804,WUX,SZX,1499922000,1499930700,0.032167981427402334
ZH9642,CGQ,YNT,1500101700,1500108300,0.06131398857035552
ZH9806,WUX,SZX,1500185100,1500193500,0.028228391985725177
ZH9225,XIY,INC,1500630600,1500634800,0.009885763645541862
ZH9989,CAN,JDZ,1500807000,1500813600,0.055230891961506746
ZH9686,TNA,CAN,1500893700,1500903300,0.21110329502125877
ZH9963,CAN,WNZ,1500983400,1500990600,0.009817081740255583
MU5233,TYN,CTU,1498952400,1498960200,0.015444133205377932
MU5292,PEK,TYN,1499219700,1499224500,0.0363025917096771
MU5681,CSX,HAK,1499656500,1499663400,0.01545497099601399
MU5236,HGH,TYN,1499832300,1499840400,0.020292879559249254
MU2437,TYN,WUH,1500099300,1500104700,0.006826659463821913
MU2437,WUH,XMN,1500453900,1500459900,0.018417860875666072
MU5213,TYN,PVG,1500891300,1500899100,0.1968874966251274
MU2438,XMN,WUH,1501068600,1501074900,0.006187329022364646
MU2364,SZX,TYN,1501157400,1501168200,0.05179257492577176
MU2364,SZX,TYN,1501243800,1501254600,0.033140076559664625
MU5214,PVG,TYN,1501334700,1501344600,0.5803517666715443
MU5214,PVG,TYN,1501421100,1501431000,0.21078846578568466
CA1841,PEK,YTY,1498866600,1498873800,0.02646751091218932
CA1283,PEK,HLH,1498950300,1498957500,0.014176778458258628
CA1595,PEK,HGH,1499042100,1499050800,0.027630949654061387
CA1148,RLK,PEK,1499480700,1499487300,0.08854571705803027
CA1118,HET,PEK,1499656500,1499661300,0.6110631888489655
CA1564,HGH,PEK,1500982800,1500991200,0.01987375402340695
CA1456,MIG,PEK,1501335900,1501344900,0.014966895306884052
CA8923,TSN,INC,1499043000,1499051100,0.01886614972689111
CA8952,HGH,DLC,1499392800,1499400300,0.05978271763025628
CA8925,DLC,XIY,1499748900,1499758800,0.034311609576012515
CA8925,DLC,XIY,1499835300,1499845200,0.033261401571606536
CA8932,KWE,YCU,1500009000,1500017400,0.019080103809691964
CA8958,NKG,DLC,1500275400,1500282000,0.016269519891349764
CA8926,CTU,XIY,1500982200,1500987600,0.011321845566979287
CA8918,TAO,DLC,1501334400,1501338300,0.04012818308089353
CZ3816,HFE,CAN,1498865700,1498872900,0.02472314793961063
CZ3843,CAN,NKG,1499302800,1499310600,0.05060609158351675
CZ3487,CAN,KMG,1499747700,1499757300,0.1051194715561054
CZ3930,ZYI,CAN,1500452700,1500458700,0.03111751629659761
CZ3942,BFJ,CAN,1500538500,1500545100,0.049950599438099964
CZ3703,CAN,TYN,1500628200,1500638100,0.05031800924058055
CZ8504,INC,CAN,1500982200,1500993600,0.00805243702502851
CZ3915,ZYI,PEK,1501158600,1501168800,0.07157493100726381
CZ3317,CAN,ZHA,1501333500,1501338600,0.024969079235442514
CZ8739,RIZ,CAN,1499835300,1499844900,0.02088000856507373
CZ6259,TAO,XMN,1500100200,1500109500,0.012387177163750271
CZ6264,WUH,WEH,1500274800,1500283200,0.01653816772730741
CZ6280,OHE,HRB,1500452100,1500458400,0.03390990173143168
CZ8740,RIZ,HRB,1501243200,1501250700,0.04990556983684079
CZ6947,XIY,PEK,1501420500,1501427700,0.011652942553560747
CZ6256,CGO,HRB,1501510500,1501519800,0.026455715462512505
GS7927,TSN,HET,1499127000,1499132100,0.040300124881306854
GS6417,CGO,ZYI,1499481300,1499488800,0.009940059351423794
GS6423,YNT,CGO,1499569800,1499575800,0.025419864603359123
GS6494,XIY,CKG,1499833500,1499839500,0.032657367055490064
GS7546,SYX,ZYI,1499923200,1499931300,0.04567614880025396
GS7546,SYX,ZYI,1500009600,1500017700,0.08289541555600745
GS7618,CIF,HET,1500186000,1500190800,0.009901688269546162
GS6616,XIL,HET,1500451500,1500455700,0.03627009255754594
GS6616,XIL,HET,1500537900,1500542100,0.044251848660381336
GS7590,JIC,LHW,1500715800,1500718800,0.01034670613319081
GS7648,LHW,XIY,1500804600,1500808800,0.02985132961444043
GS7629,XIY,UYN,1500806700,1500811200,0.04019084910669357
GS7582,XIL,TSN,1500893700,1500899100,0.037070639896723205
GS7868,RIZ,TSN,1500982200,1500986700,0.05114974079107278
GS7677,XIY,WEH,1501244700,1501251900,0.011217627161426585
HO1136,NBS,TSN,1499832900,1499840100,0.007907759151154962
HO1658,DYG,NKG,1500277200,1500282900,0.02647731388295546
HO1219,XIY,XNN,1500715200,1500720600,0.009212017620885032
HO1658,NKG,DLC,1500804900,1500810900,0.007378852820636861
HO1063,PVG,XFN,1500891600,1500899100,0.009776937508332067
HO1162,DLC,PVG,1501245600,1501252800,0.048953254760453334
HO1058,BAV,PVG,1501422900,1501432500,0.16610517702934513
BK2819,TSN,KWL,1498864200,1498875000,0.045511617446624256
BK2922,CKG,CSX,1499306100,1499311200,0.033498792630537476
BK2769,TAO,SHE,1499393100,1499398500,0.04059588814389118
BK2820,KWL,TSN,1499657700,1499668200,0.014822420366683596
BK2751,TSN,HGH,1500627600,1500634500,0.044638402539288344
BK2752,SWA,TSN,1501068000,1501086000,0.12103928015684084
BK2752,SWA,HGH,1501068000,1501074300,0.03196932233826746
BK2932,ZHA,CSX,1501068900,1501074900,0.041901584283109305
BK3048,HUZ,CSX,1501159800,1501164900,0.03905151748178207
8L9842,SYM,KMG,1499569200,1499573400,0.03268436013478864
8L9842,SYM,KMG,1499655600,1499659800,0.04925804215477448
8L9923,KMG,BSD,1499835300,1499838900,0.03435290120726421
8L9904,KMG,JHG,1500361800,1500365400,0.011380685585094709
8L9925,JHG,LJG,1500454500,1500458700,0.03557316789724512
8L9711,KWL,SWA,1500715500,1500720600,0.9080489149392093
8L9877,XIY,BSD,1500805200,1500814500,0.021241060895448922
8L9877,XIY,BSD,1500891600,1500900900,0.010965877476842571
8L9936,LUM,KMG,1501335900,1501339800,0.045101525966256564
KN231S,SJW,SHA,1498865400,1498872600,0.02511361771002884
KN5905,NAY,LYG,1499304600,1499309700,0.031430517547441375
KN5305,DSN,NAY,1499392800,1499397900,0.006004241881021509
KN5216,CTU,NAY,1499658900,1499668500,0.008686920783431905
KN5712,PVG,FUO,1499747100,1499756400,0.02659620370567176
KN5711,FUO,PVG,1500537600,1500545700,0.021743662883918994
KN5505,NAY,HRB,1500890700,1500898200,0.014487843947782976
KN5915,NAY,YNZ,1500980400,1500987300,0.06305810879529429
KN2292,HLD,NAY,1501421700,1501430100,0.010128180549390136
GT1023,KWL,CGO,1498953000,1498960500,0.01820900211264422
GT1039,MIG,KHN,1499217300,1499225100,0.0562122717928836
GT1034,XUZ,KWL,1499304600,1499313600,0.05941879437775479
GT1029,KWL,TXN,1499748600,1499757300,0.013866804894170229
GT1040,KHN,MIG,1499833500,1499841600,0.006760735928303115
GT1024,CGO,KWL,1500187500,1500194400,0.03360758961025979
GT1017,KWL,SWA,1500629100,1500634200,0.008093357808569797
GT1045,KWL,LHW,1500716100,1500725400,0.00576224715869317
GT1018,SWA,KWL,1501068600,1501073700,0.029899743937949468
GT1046,LHW,KWL,1501160100,1501168500,0.00805312642499597
GT1015,KWL,JJN,1501422000,1501427700,0.057869923570099166
CA1509,PEK,HGH,1498865400,1498873200,0.021981197525270373
CA4439,CTU,KWE,1499128200,1499133000,0.016052355829304307
CA4531,CTU,YNT,1499217600,1499227500,0.03331175200699824
CA4307,CTU,CAN,1499304300,1499312700,0.03211580978209199
CA4324,KWL,CTU,1499393100,1499399100,0.005156624333305967
CA4306,CAN,CTU,1499570700,1499579400,0.02442969926316949
CA1576,TAO,PEK,1499832300,1499837700,0.027928110277289902
CA4198,PEK,CTU,1500008400,1500020100,0.07193174252496266
CA4318,CAN,CTU,1500362700,1500371700,0.3758429411417623
CA4506,NKG,CTU,1500453300,1500462900,0.017113362289761815
CA4303,CTU,CAN,1500627600,1500636300,0.01179820976334034
CA4527,CTU,TNA,1500716700,1500725400,0.33403968667882056
CA4522,HFE,CTU,1500891000,1500900000,0.01600447308779839
CA4540,XMN,CTU,1501334700,1501344900,0.05191556849414564
ZH9311,SZX,HAK,1498952100,1498956600,0.017575246702792292
ZH9861,CAN,NKG,1499217900,1499226000,0.04619280955286996
ZH9729,CKG,CGO,1499482200,1499489100,0.006996463355198087
ZH9469,CGO,CGQ,1499572200,1499581200,0.014998400571467972
ZH9467,WUX,DLC,1499832600,1499838900,0.15569883257706915
ZH9124,TSN,SZX,1500982800,1500994500,0.27139752396680916
ZH9940,JUZ,SZX,1501421100,1501427400,0.0649896969590938
CZ3509,CAN,TNA,1499041200,1499051400,0.02340874055169896
CZ3837,XMN,HFE,1500186000,1500192300,0.03397602744793736
CZ6560,SHE,CGO,1500628800,1500638400,0.02343777099681114
CZ6560,SHE,HAK,1500628800,1500652200,0.6843806107521521
CZ6560,SHE,CGO,1500715200,1500724200,0.7682415842850203
CZ6783,HAK,CAN,1500806700,1500811800,0.041375444976139354
CZ3838,XMN,HAK,1501068600,1501076100,0.010165402319324994
CZ6666,HGH,HAK,1501159200,1501169100,0.1729247814850948
ZH9544,CTU,WUX,1499128200,1499138100,0.01532659770505936
ZH9968,HYN,CAN,1499218800,1499226600,0.023363034764542972
ZH9977,CAN,NGB,1499305500,1499313000,0.04748369170190098
ZH9992,KHN,CAN,1500277800,1500283800,0.039585961399160034
ZH9992,KHN,CAN,1500364200,1500370200,0.04469510236430843
ZH9866,NKG,CAN,1500890700,1500898800,0.030333177133704977
CZ3737,ZUH,CGO,1499043000,1499051700,0.03133263608306577
CZ8251,ZUH,HAK,1499128500,1499132100,0.02460951339703568
CZ3768,CTU,KWE,1499922000,1499926800,0.0052413476180966576
CZ3768,CTU,KWE,1500008400,1500013200,0.005299547998697569
CZ3768,KWE,ZUH,1500275700,1500280800,0.03606726425614852
CZ3755,ZUH,PVG,1500451800,1500459900,0.18284838676071216
CZ3738,CGQ,CGO,1500537900,1500547500,0.04161721175042772
CZ3881,ZUH,HGH,1500629400,1500636600,0.04402811977377259
CZ3747,ZUH,KMG,1500892800,1500899700,0.07462555678090017
CZ6999,TYN,ZUH,1500983400,1500993900,0.12531242072956786
CZ6999,TYN,ZUH,1501069800,1501080300,0.10274920475938616
CZ3882,HGH,ZUH,1501158900,1501166700,0.013267353272073394
CZ3748,KMG,ZUH,1501422000,1501428600,0.044048324846086624
CZ3481,KMG,DLU,1499394600,1499397600,0.010550526450295713
CZ3719,CAN,DIG,1500628800,1500639600,0.05296821968780321
MU5921,KMG,LJG,1498863900,1498867800,0.018710242717826883
MU5816,SHA,LPF,1498952700,1498964100,0.031009883005309186
MU5820,LJG,SHA,1499302800,1499315400,0.04573734946960675
MU5743,BSD,KMG,1499482500,1499486400,0.05063228442623282
MU9749,DLU,SHA,1499746800,1499759100,0.020423092735057876
MU5919,KMG,LJG,1499922900,1499926800,0.046865899879413045
MU5808,LLF,KMG,1500629100,1500633600,0.010735934076439363
MU5771,XIC,KMG,1500714300,1500717600,0.16681996650748343
MU5763,DLU,KMG,1500804600,1500808500,0.06938988258779227
MU5926,LJG,KMG,1501068000,1501071600,0.0525954808726461
MU5929,KMG,WNH,1501244700,1501247400,0.050498872688334306
MU5744,KMG,LJG,1501334100,1501337700,0.008216174855818817
3U8815,HGH,TSN,1498863600,1498871100,0.021765629320135867
3U8169,HGH,LHW,1498953000,1498964400,0.02869084400907168
3U8927,CTU,KHN,1499040300,1499048700,0.022826209406204688
3U8333,XUZ,DLC,1500010200,1500015300,0.02671825453116181
3U8526,KHG,URC,1500276300,1500282600,0.009470731424985774
3U8556,XIY,CTU,1500361500,1500367200,0.8447125842711586
3U8787,CKG,SZX,1500716400,1500724200,0.02221634827552494
3U8108,TAO,CZX,1501244400,1501249800,0.008565200613139454
3U8246,HFE,KMG,1501335600,1501345200,0.007062136922297768
CZ3133,CAN,TSN,1499041500,1499052600,0.02851316387864824
CZ3812,WNZ,CAN,1499395500,1499403000,0.01938661766446281
CZ3180,HET,CAN,1500101700,1500112800,0.9830881065098749
CZ3180,HET,CAN,1500186300,1500197400,0.9748513891365906
CZ3800,TAO,CAN,1500363300,1500374400,0.08368720284784967
CZ3819,CAN,HGH,1501070100,1501078200,0.027434128838343858
CZ3819,CAN,HGH,1501243500,1501251000,0.043959187224440546
CZ3871,CAN,NKG,1501419900,1501428300,0.09077471024489017
MU2881,NKG,PVG,1498865700,1498869000,0.02893418002542117
MU2753,NKG,CSX,1498951200,1498956900,0.019876049715244006
MU2925,NKG,CKG,1499041200,1499049000,0.028534578458044135
MU2873,NKG,TEN,1499127900,1499134800,0.03252114342778463
MU2705,KMG,LJG,1499571000,1499574600,0.019899693048306313
MU2754,ZUH,CSX,1499747100,1499751900,0.008759537307097318
MU2735,NKG,CSX,1500010800,1500017400,0.10969463642291824
MU2835,NKG,YNT,1500187500,1500193200,0.04372099735044803
MU2745,NKG,CSX,1500275700,1500281400,0.0162633843077513
MU2760,CGO,NKG,1500364200,1500369000,0.010954135681139425
MU2782,YNT,NKG,1500454200,1500459600,0.03706927338074167
MU2829,NKG,ZUH,1500981600,1500990000,0.0388539926969818
MU2857,NKG,LHW,1501068000,1501077000,0.013281856541938511
MU2755,KMG,JHG,1501246500,1501251000,0.03871554957849533
MU2746,KMG,CSX,1501333800,1501341000,0.011009196798357008
MU2882,PVG,NKG,1501512600,1501516500,0.03278726093459698
CZ6151,YNJ,PEK,1498865100,1498873200,0.023302191350315627
CZ6341,CGQ,CAN,1499127000,1499142300,0.018003390320131048
CZ8245,CGQ,TYN,1499748000,1499757000,0.010735531212355038
CZ6378,CAN,CGQ,1500892800,1500907800,0.3322172982312734
CZ6380,HGH,CGQ,1501069800,1501080300,0.01684906582301364
CZ6565,XIY,CSX,1499043000,1499049600,0.012582025742816987
CZ6627,XIY,WUH,1499129400,1499135400,0.013053115812416503
CZ6627,WUH,SWA,1499571900,1499577900,0.01727903090048065
CZ3211,CAN,XIY,1499572200,1499582100,0.06517318919818689
CZ3211,CAN,XIY,1499658600,1499668500,0.0640906253960343
CZ6566,CSX,XIY,1500454500,1500460800,0.035124082355722556
CZ3279,SZX,XIY,1501157100,1501167600,0.05042181529478611
CZ6345,XIY,CKG,1501243500,1501248900,0.009619864679423515
8L9849,KMG,DIG,1498863900,1498867200,0.02316674418617078
8L9802,LJG,KMG,1498950900,1498954500,0.03769603200795411
8L9627,CTU,KGT,1499042400,1499046000,0.04495539718322394
8L9627,CTU,KGT,1499128800,1499132400,0.04495539718322394
8L9825,LJG,ACX,1499303100,1499308500,0.042881760502506465
8L9627,KGT,LXA,1499394300,1499401500,0.05885055704883529
8L9921,KMG,CWJ,1499569500,1499573400,0.020554556456390257
8L9825,ACX,NGB,1499656800,1499666400,0.0733256277899023
8L9520,LUM,KMG,1499834700,1499838300,0.0707553236948508
8L9622,JZH,CTU,1500009600,1500013200,0.03257994541637062
8L9826,NGB,ACX,1500361200,1500371700,0.019513675766631926
8L9859,CTU,TCZ,1500451500,1500459300,0.02824269682873113
8L9925,JHG,LJG,1500540900,1500545100,0.055229845263098945
8L9926,LJG,JHG,1500980400,1500984600,0.008241057693478935
8L9860,TCZ,CTU,1501066800,1501073400,0.012922889607325695
EU2249,CTU,TSN,1499041800,1499050500,0.017929659163533656
EU2719,TNA,CGQ,1499480700,1499487900,0.018324624997557708
EU2249,TSN,HLD,1499572500,1499581500,0.014235501127762496
EU2249,TSN,HLD,1499658900,1499667900,0.011304055870265717
EU2720,CGQ,TNA,1499923200,1499930700,0.01574857579132357
EU2754,SYX,CSX,1500363900,1500371400,0.05184228157615677
EU2720,TNA,CTU,1500452700,1500461700,0.03511159171251358
EU2765,CGO,SHE,1500540900,1500549000,0.03590791238997085
EU2764,KWE,CTU,1501156800,1501161600,0.018554137757695224
HU7848,CAN,XIY,1498866000,1498875000,0.02082831362274525
HU7797,HAK,KHN,1499042100,1499049900,0.02951628209346082
HU7753,SZX,NKG,1499217600,1499225700,0.036866550159974275
HU7739,HAK,JNZ,1499303700,1499323800,0.19821535836006354
HU7739,HAK,TSN,1499303700,1499315700,0.045637798006876396
HU7261,CAN,HGH,1499656500,1499664300,0.04040375533885982
HU7823,CGO,INC,1499922300,1499929200,0.005836463270646952
HU7823,CGO,INC,1500008700,1500015600,0.009314617243050764
HU7824,INC,CGO,1500277500,1500283500,0.04704935741184613
HU7824,INC,CGO,1500363900,1500369900,0.024811003742979315
HU7824,CGO,SYX,1500805500,1500816300,0.034027641284483254
HU7882,PEK,NNG,1500982200,1500995100,0.06713467019620686
HU7392,ZUH,HAK,1501068600,1501072200,0.008228770590792236
HU7134,NKG,XIY,1501333500,1501341300,0.031135557245919064
MU517,WUH,PVG,1498951500,1498956900,0.02715390991594636
MU2176,ZQZ,PVG,1499395200,1499403600,0.09145574066897076
MU2517,TAO,DLC,1499482500,1499486700,0.012048891066234756
MU2622,DAT,WUH,1499747700,1499754900,0.045091642375764414
MU2518,DLC,TAO,1500009300,1500012600,0.044802519998515596
MU2462,URC,XIY,1500362400,1500374100,0.012124857518439556
MU2656,WNZ,CTU,1500714000,1500724800,0.011265166250564573
MU2474,WUH,LHW,1500891600,1500899400,0.021966246116285
MU5208,LZH,PVG,1501067400,1501076100,0.021278144008566514
MU2456,PEK,WUH,1501333500,1501341900,0.0390673205596072
MU2479,CTU,LHW,1501335600,1501341000,0.03557066077360898
MU2472,LHW,CTU,1501420500,1501425900,0.017080445044828908
MU2658,CTU,WUH,1501512300,1501519500,0.03843701821497014
NS3327,SJW,CDE,1498952100,1498955400,0.022273408168191344
NS3219,SJW,SHA,1499126400,1499133600,0.045060259559783246
NS3283,XIY,MIG,1499480400,1499486100,0.006667522782094559
NS3222,CKG,SJW,1499570100,1499577600,0.031315238713114264
NS3220,SHA,SJW,1499655900,1499663700,0.051900136613591025
NS3284,MIG,XIY,1499922000,1499926800,0.010440323271429965
NS3301,SJW,KWL,1500185100,1500194100,0.010498918744030085
NS3209,SJW,CTU,1500539400,1500548400,0.05508671218188609
NS3223,SJW,KWE,1500716400,1500725700,0.045810594591500955
NS3242,NNG,CKG,1500983400,1500988800,0.03461474594995146
NS3218,PVG,SJW,1501157100,1501164900,0.9862741387632875
NS3258,DLC,SJW,1501510500,1501515600,0.004913526813498253
CZ6204,PEK,HRB,1499129100,1499136600,0.0383588286614269
CZ6657,HRB,HEK,1499392800,1499397600,0.006677630504786366
CZ6657,HRB,HEK,1499479200,1499484000,0.012657133641426939
CZ6255,HRB,CGO,1499572500,1499583300,0.019670941650782113
CZ6263,WEH,WUH,1499657400,1499666400,0.007731910505125456
CZ6286,URC,TNA,1500453000,1500467400,0.029744034921208428
CZ6286,URC,TNA,1500539400,1500553800,0.023290961057414416
SC4601,TAO,PVG,1499304900,1499309700,0.03328608670660918
SC8896,MDG,TAO,1499395800,1499403900,0.034416785929129626
SC1191,PVG,HRB,1499832300,1499843400,0.22397081957318382
SC8750,XMN,TAO,1500185700,1500195000,0.0394924423553859
SC8752,WUH,XMN,1500277200,1500282600,0.016332498906789138
SC4853,YNT,PEK,1500540900,1500545700,0.09354318505791062
SC4671,TAO,SHA,1500628800,1500634800,0.009778820565312695
SC4710,CGO,TAO,1501160100,1501165500,0.10694229445004937
SC4754,CSX,TAO,1501335300,1501343700,0.2921078349328976
SC4995,TAO,HRB,1501419600,1501427100,0.044906086685397605
NS3201,SJW,ZQZ,1498866900,1498870800,0.03942869719308088
NS3261,SJW,XMN,1499570100,1499579700,0.026811843382111393
NS3249,SJW,HFE,1499835000,1499841300,0.03934135351326778
NS3244,FOC,NKG,1500008700,1500013800,0.011822699100852692
NS3292,BPE,SJW,1500101100,1500104700,0.06975291990387002
NS3262,XMN,SJW,1500275100,1500284400,0.01841810668121602
NS3275,NTG,WNZ,1500804600,1500807900,0.12753071780493033
NS3336,FOC,YNZ,1500891600,1500897900,0.00761873202403027
NS3336,FOC,YNZ,1501157100,1501163100,0.04696725907133029
NS3202,ZQZ,SJW,1501243500,1501246800,0.07528873533663975
NS3250,HFE,SJW,1501333500,1501339800,0.02883317731162683
NS3250,HFE,SJW,1501419900,1501426200,0.058281623801980584
ZH9951,SZX,MIG,1498950300,1498959300,0.022624716435817538
ZH9467,CKG,DLC,1499043000,1499061300,0.07922069058314427
ZH9467,CKG,WUX,1499043000,1499051400,0.016884676826688923
ZH9469,CKG,CGO,1499129700,1499136300,0.013076098733202663
ZH9338,XFN,SZX,1499480400,1499487600,0.012729278755938425
ZH9388,DLC,CGO,1500186900,1500193500,0.008941935333333137
ZH9370,SHE,WUH,1500453000,1500463800,0.10577313214179662
ZH9642,YNT,SZX,1500629400,1500641400,0.03919500725707185
ZH9389,NNG,KHN,1500804900,1500811800,0.08449149495279273
ZH9742,NKG,HRB,1500980700,1500991200,0.009629830390582501
ZH9742,NKG,HRB,1501067100,1501077600,0.15222885133769457
MU5437,PVG,NAO,1499128500,1499139300,0.02867883115274583
MU5248,DAT,PVG,1499572500,1499582100,0.4557485186146571
